experiment,algorithm,task_load,outcome,unit_of_analysis,terminal_jobs,completed_jobs,failed_jobs,timeout_jobs,completion_rate,n,mean,median,std,p95,minimum,maximum
experiment2,ACBBA,50,median_of_robot_call_medians_ms,scenario_trial,25,25,0,0,1.0,25,0.63412,0.626925,0.05244109195087379,0.70515,0.52305,0.747
experiment2,ACBBA,50,maximum_robot_call_p95_ms,scenario_trial,25,25,0,0,1.0,25,4.644244,4.6784,0.5241423471411815,5.25392,2.9966,5.8962
experiment2,PI,50,cumulative_team_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,395.139036,395.6526,38.74353878753936,452.25953999999996,311.2498,494.9878
experiment2,PI,50,maximum_cumulative_robot_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,112.448232,112.9709,13.597874737519339,134.57144,88.4706,147.4792
experiment2,PI,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,221.6,216.0,44.375293426259915,292.5999999999999,151.0,330.0
experiment2,PI,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,70.56,70.0,15.332644912082195,93.0,45.0,105.0
experiment2,PI,50,median_of_robot_call_medians_ms,scenario_trial,25,25,0,0,1.0,25,0.9320520000000001,0.9394500000000001,0.20777448072268964,1.3327999999999998,0.6342,1.4003999999999999
experiment2,PI,50,maximum_robot_call_p95_ms,scenario_trial,25,25,0,0,1.0,25,8.568228,8.2804,1.425823879236142,11.047379999999999,6.6559,11.8955
experiment2,HIPC,50,cumulative_team_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,1033.081796,1023.9481,100.7055799283795,1191.6297399999999,805.6214,1219.4102
experiment2,HIPC,50,maximum_cumulative_robot_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,300.24080399999997,300.0155,23.773414311517534,330.92946,251.8947,343.593
experiment2,HIPC,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,192.64,183.0,42.0445002348702,242.0,145.0,328.0
experiment2,HIPC,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,60.36,59.0,17.846288129468267,83.6,39.0,114.0
experiment2,HIPC,50,median_of_robot_call_medians_ms,scenario_trial,25,25,0,0,1.0,25,2.495873,2.4754,1.4565985938623127,4.278244999999999,0.490525,6.013175
experiment2,HIPC,50,maximum_robot_call_p95_ms,scenario_trial,25,25,0,0,1.0,25,22.337016,22.5331,2.497649883670648,25.740859999999998,17.4752,26.1812
experiment2,DMCHBA,50,cumulative_team_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,959.64224,975.1117,95.04740572658555,1104.85998,810.2324,1182.9898
experiment2,DMCHBA,50,maximum_cumulative_robot_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,300.332304,285.458,48.66143367866282,380.65405999999996,229.4599,418.6449
experiment2,DMCHBA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,189.2,175.0,44.75581898852185,285.7999999999999,138.0,298.0
experiment2,DMCHBA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,58.92,52.0,16.85210174824889,92.59999999999998,37.0,96.0
experiment2,DMCHBA,50,median_of_robot_call_medians_ms,scenario_trial,25,25,0,0,1.0,25,0.207021,0.195975,0.04623398803910387,0.27213999999999994,0.12685000000000002,0.28132500000000005
experiment2,DMCHBA,50,maximum_robot_call_p95_ms,scenario_trial,25,25,0,0,1.0,25,55.65342,55.0994,9.874368397100984,72.32627999999997,40.7957,74.8894
experiment2,DGA,50,cumulative_team_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,36920.704084,34940.1306,9625.443217943015,53584.02456,23871.3303,57802.8376
experiment2,DGA,50,maximum_cumulative_robot_allocator_time_ms,scenario_trial,25,25,0,0,1.0,25,12246.66598,13122.6738,3433.8219708791266,17696.33772,6891.1596,19816.1111
experiment2,DGA,50,allocator_calls_total,scenario_trial,25,25,0,0,1.0,25,159.04,156.0,16.566733735612058,187.79999999999995,125.0,206.0
experiment2,DGA,50,maximum_robot_allocator_calls,scenario_trial,25,25,0,0,1.0,25,47.0,44.0,12.5,70.0,36.0,90.0
experiment2,DGA,50,median_of_robot_call_medians_ms,scenario_trial,25,25,0,0,1.0,25,0.272003,0.28312499999999996,0.06726383892615209,0.36031,0.13,0.40197499999999997
experiment2,DGA,50,maximum_robot_call_p95_ms,scenario_trial,25,25,0,0,1.0,25,2628.15014,2683.1305,237.68074642977317,2922.57064,2065.1667,2954.1449
